datadate,year,tic,conm,cik,conml
31dec2008,2008,"BK","BANK OF NEW YORK MELLON CORP","0001390777","Bank of New York Mellon Corp (The)"
31mar2013,2012,"TOSYY","TOSHIBA CORP","0000098573","Toshiba Corp"
31dec2012,2012,"LRLCY","L'OREAL SA","0000882650","L'Oreal S.A., Paris"
31dec2010,2010,"BA","BOEING CO","0000012927","Boeing Co"
31dec2009,2009,"DD","DUPONT DE NEMOURS INC","0001666700","DuPont  De Nemours Inc"
31dec2009,2009,"EPE.1","ENTERPRISE GP HOLDINGS LP","0001324592","Enterprise GP Holdings LP"
31dec2016,2016,"PNC","PNC FINANCIAL SVCS GROUP INC","0000713676","The PNC Financial Services Group Inc"
31dec2011,2011,"FB","META PLATFORMS INC","0001326801","Meta Platforms Inc"
31dec2001,2001,"HI2","HOUSEHOLD FINANCE CORP","0000048681","Household Finance Corp"
31dec2011,2011,"LYG","LLOYDS BANKING GROUP PLC","0001160106","Lloyds Banking Group PLC"
31dec2002,2002,"DUK2","DUKE ENERGY FIELD SVCS LLC","0001119811","Duke Energy Field Services LLC"
31dec2009,2009,"NUE","NUCOR CORP","0000073309","Nucor Corp"
31dec2006,2006,"VEON","VEON LTD","0001468091","VEON Ltd"
30sep2011,2011,"QCOM","QUALCOMM INC","0000804328","QUALCOMM Inc."
31dec2007,2007,"LRLCY","L'OREAL SA","0000882650","L'Oreal S.A., Paris"
31dec2003,2003,"EP","EL PASO CORP","0001066107","El Paso Corp"
31dec2005,2005,"NFB","NORTH FORK BANCORPORATION","0000352510","North Fork Bancorporation Inc."
31dec2011,2011,"VMW","VMWARE INC -CL A","0001124610","VMware Inc"
31dec2005,2005,"SSREY","SWISS RE LTD","0001471515","Schweizerische Rueckversicherungs-Gesellschaft, Zuerich"
31dec2002,2002,"CHU","CHINA UNICOM (HONG KONG) LTD","0001113866","China Unicom (Hong Kong) Ltd"
31dec2008,2008,"APA","APA CORP","0001841666","APA Corporation"
31dec2001,2001,"LLY","LILLY (ELI) & CO","0000059478","Eli Lilly and Co"
31dec2004,2004,"PTR","PETROCHINA CO LTD","0001108329","Petrochina Co Ltd"
31dec2008,2008,"BRK.B","BERKSHIRE HATHAWAY","0001067983","Berkshire Hathaway Inc"
31dec2007,2007,"CVX","CHEVRON CORP","0000093410","Chevron Corp"
31dec2014,2014,"ADM","ARCHER-DANIELS-MIDLAND CO","0000007084","Archer-Daniels-Midland Co"
31dec2012,2012,"BP","BP PLC","0000313807","BP PLC"
31dec2007,2007,"NHYDY","NORSK HYDRO ASA","0000900268","Norsk Hydro ASA"
31dec2010,2010,"NVS","NOVARTIS AG","0001114448","Novartis AG"
31dec2013,2013,"QIHU","360 SECURITY TECHNOLOGY INC","0001508913","360 Security Technology Inc"
31dec2008,2008,"BUD","ANHEUSER-BUSCH INBEV","0001668717","Anheuser-Busch InBev SA/NV"
31dec2011,2011,"RWEOY","RWE AG","0000939380","Rwe AG"
31dec2002,2002,"OXY","OCCIDENTAL PETROLEUM CORP","0000797468","Occidental Petroleum Corp"
31dec2015,2015,"LRLCY","L'OREAL SA","0000882650","L'Oreal S.A., Paris"
31dec2008,2008,"JNJ","JOHNSON & JOHNSON","0000200406","Johnson & Johnson"
31dec2002,2002,"APC","ANADARKO PETROLEUM CORP","0000773910","Anadarko Petroleum Corp"
30sep2001,2001,"NAB1","SR INVESTMENT INC","","Sr Investment Inc"
31dec2001,2001,"ALLY","ALLY FINANCIAL INC","0000040729","Ally Financial Inc"
31dec2015,2015,"ZBH","ZIMMER BIOMET HOLDINGS INC","0001136869","Zimmer Biomet Holdings Inc"
31dec2005,2005,"RF","REGIONS FINANCIAL CORP","0001281761","Regions Financial Corp"
31dec2005,2005,"NAVI","NAVIENT CORP","0001593538","Navient Corp"
31mar2015,2014,"MITSY","MITSUI & CO LTD","0000067099","Mitsui & Co Ltd"
31jan2004,2003,"SHLDQ","SEARS HOLDINGS CORP","0001310067","Sears Holdings Corp"
31dec2008,2008,"DVN","DEVON ENERGY CORP","0001090012","Devon Energy Corp"
31dec2014,2014,"BHC","BAUSCH HEALTH COMPANIES INC","0000885590","Bausch Health Cos Inc"
31dec2014,2014,"BUD","ANHEUSER-BUSCH INBEV","0001668717","Anheuser-Busch InBev SA/NV"
31dec2012,2012,"VMW","VMWARE INC -CL A","0001124610","VMware Inc"
31dec2009,2009,"HBC1","HSBC FINANCE CORP","0000354964","HSBC Finance Corp"
31dec2003,2003,"WMB","WILLIAMS COS INC","0000107263","Williams Cos Inc. (The)"
31dec2010,2010,"3NSRGY","NESTLE SA/AG","0000800921","Nestle SA, Cham Und Vevey"
31aug2002,2002,"SLR","SOLECTRON CORP","0000835541","Solectron Corp"
31dec2001,2001,"CLJ","CRESTLINE CAPITAL CORP","","Crestline Capital Corp"
31dec2003,2003,"RHHBY","ROCHE HOLDING AG","0000889131","Roche Holding AG"
31dec2013,2013,"EBR","ELETROBRAS-CENTR ELETR BRAS","0001439124","Centrais Eletricas Brasileiras Sa-Eletrobras"
31dec2015,2015,"SAP","SAP SE","0001000184","SAP SE"
31dec2005,2005,"JNJ","JOHNSON & JOHNSON","0000200406","Johnson & Johnson"
30jun2004,2004,"MSFT","MICROSOFT CORP","0000789019","Microsoft Corp"
31mar2016,2015,"BABA","ALIBABA GROUP HLDG","0001577552","Alibaba Group Holding Ltd"
31dec2002,2002,"AVE.2","AVENTIS SA","0000807198","Aventis"
31dec2015,2015,"ADM","ARCHER-DANIELS-MIDLAND CO","0000007084","Archer-Daniels-Midland Co"
31dec2009,2009,"T","AT&T INC","0000732717","AT&T Inc"
31mar2012,2011,"HMC","HONDA MOTOR CO LTD","0000715153","Honda Motor Co Ltd"
31dec2006,2006,"EBAY","EBAY INC","0001065088","eBay Inc."
31dec2007,2007,"APTV","APTIV PLC","0001521332","Aptiv Plc"
31dec2016,2016,"MT","ARCELORMITTAL","0001243429","Arcelormittal SA"
31jan2017,2016,"CRM","SALESFORCE.COM INC","0001108524","salesforce.com Inc"
31jul2005,2005,"CSCO","CISCO SYSTEMS INC","0000858877","Cisco Systems Inc"
31dec2014,2014,"HIG","HARTFORD FINANCIAL SERVICES","0000874766","Hartford Financial Services Group Inc. (The)"
31dec2009,2009,"X","UNITED STATES STEEL CORP","0001163302","United States Steel Corp"
31dec2005,2005,"BAC2","MERRILL LYNCH & CO INC","0000065100","Merrill Lynch & Co Inc"
31dec2001,2001,"Q.2","QWEST COMMUNICATION INTL INC","0001037949","Qwest Communications International Inc."
31dec2016,2016,"GM2","GENERAL MOTORS FINL CO INC","0000804269","General Motors Financial Co Inc"
31jul2007,2007,"CSCO","CISCO SYSTEMS INC","0000858877","Cisco Systems Inc"
31dec2015,2015,"COP","CONOCOPHILLIPS","0001163165","Conocophillips"
31dec2001,2001,"IM","INGRAM MICRO INC","0001018003","Ingram Micro Inc."
31dec2015,2015,"SXL","SUNOCO LOGISTICS PARTNERS LP","","Sunoco Logistics Partners LP"
31mar2005,2004,"TM","TOYOTA MOTOR CORP","0001094517","Toyota Motor Corp"
31may2007,2006,"ORCL","ORACLE CORP","0001341439","Oracle Corp"
31dec2004,2004,"CHA","CHINA TELECOM CORP LTD","0001191255","China Telecom Corp Ltd"
30sep2002,2002,"LU.1","LUCENT TECHNOLOGIES INC","0001006240","Lucent Technologies Inc"
31mar2009,2008,"HMC","HONDA MOTOR CO LTD","0000715153","Honda Motor Co Ltd"
31jul2008,2008,"CSCO","CISCO SYSTEMS INC","0000858877","Cisco Systems Inc"
31dec2004,2004,"VEOEY","VEOLIA ENVIRONNEMENT","0001160110","Veolia Environnement, Paris"
31dec2007,2007,"VMW","VMWARE INC -CL A","0001124610","VMware Inc"
31dec2004,2004,"ADRNY","KONINKLIJKE AHOLD DELHAIZE","0000854499","Koninklijke Ahold Delhaize NV"
31dec2007,2007,"GILD","GILEAD SCIENCES INC","0000882095","Gilead Sciences Inc"
31dec2009,2009,"XTO","XTO ENERGY INC","0000868809","XTO Energy Inc."
31dec2007,2007,"NGLOY","ANGLO AMERICAN PLC","0001088370","Anglo American PLC"
31dec2015,2015,"GSK","GLAXOSMITHKLINE PLC","0001131399","Glaxosmithkline PLC"
31dec2006,2006,"HSBC","HSBC HLDGS PLC","0001089113","HSBC Holdings PLC"
31mar2013,2012,"SONY","SONY GROUP CORPORATION","0000313838","Sony Group Corporation"
31dec2012,2012,"FB","META PLATFORMS INC","0001326801","Meta Platforms Inc"
31dec2010,2010,"LYG","LLOYDS BANKING GROUP PLC","0001160106","Lloyds Banking Group PLC"
31mar2013,2012,"MITSY","MITSUI & CO LTD","0000067099","Mitsui & Co Ltd"
31mar2004,2003,"DCMYY","NTT DOCOMO INC","0001166141","Ntt Docomo Inc"
31dec2008,2008,"KNBWY","KIRIN HOLDINGS CO LTD","0000800901","Kirin Holdings Co Ltd"
31dec2015,2015,"MTB","M & T BANK CORP","0000036270","M&T Bank Corp"
31dec2007,2007,"LLY","LILLY (ELI) & CO","0000059478","Eli Lilly and Co"
31dec2011,2011,"NOC","NORTHROP GRUMMAN CORP","0001133421","Northrop Grumman Corp"
31dec2009,2009,"LRLCY","L'OREAL SA","0000882650","L'Oreal S.A., Paris"
31dec2005,2005,"SZEZY","SUEZ","0001158533","Suez Nanterre"
31dec2015,2015,"KEY","KEYCORP","0000091576","KeyCorp"
31dec2005,2005,"RSNAY","RSA INSURANCE GROUP PLC","0001126313","RSA Insurance Group Plc"
31dec2016,2016,"HAL","HALLIBURTON CO","0000045012","Halliburton Co"
31dec2009,2009,"BSBR","BANCO SANTANDER BRASIL  -ADR","0001471055","Banco Santander Brasil SA"
31dec2004,2004,"UBB","UNIBANCO UNIAO DE BANCO","0001038583","Unibanco Uniao De Bancos Brasileiros SA"
31mar2009,2008,"BTY10","BT GROUP PLC","0000756620","BT Group PLC"
31dec2006,2006,"CFC.3","COUNTRYWIDE FINANCIAL CORP","0000025191","Countrywide Financial Corp"
31dec2002,2002,"DNA.2","GENENTECH INC","0000318771","Genentech Inc"
31dec2013,2013,"JNJ","JOHNSON & JOHNSON","0000200406","Johnson & Johnson"
31dec2001,2001,"F","FORD MOTOR CO","0000037996","Ford Motor Co"
31dec2012,2012,"OIBRQ","OI SA","0001160846","Oi SA"
31dec2010,2010,"VMW","VMWARE INC -CL A","0001124610","VMware Inc"
31jan2016,2015,"CRM","SALESFORCE.COM INC","0001108524","salesforce.com Inc"
31dec2006,2006,"BBVA","BBVA","0000842180","Banco Bilbao Vizcaya Argentaria SA (BBVA)"
30sep2010,2010,"9352B","UNITED STATES POSTAL SERVICE","","United States Postal Service"
31dec2014,2014,"ALXN","ALEXION PHARMACEUTICALS INC","0000899866","Alexion Pharmaceuticals Inc"
31dec2016,2016,"ENLAY","ENEL SPA","0001096200","Enel Ente Nazionale Per L'Energia Elettrica SPA, Roma"
31dec2011,2011,"GRPN","GROUPON INC","0001490281","Groupon Inc"
31dec2003,2003,"BA","BOEING CO","0000012927","Boeing Co"
31dec2013,2013,"EONGY","E.ON SE","0001136808","E.ON SE"
31dec2002,2002,"AYE","ALLEGHENY ENERGY INC","0000003673","Allegheny Energy Inc."
31dec2009,2009,"PAA","PLAINS ALL AMER PIPELNE  -LP","0001070423","Plains All American Pipeline LP"
31dec2006,2006,"BP","BP PLC","0000313807","BP PLC"
31dec2001,2001,"RSNAY","RSA INSURANCE GROUP PLC","0001126313","RSA Insurance Group Plc"
30sep2012,2012,"SNEX","STONEX GROUP INC","0000913760","Stonex Group Inc"
31may2016,2015,"ORCL","ORACLE CORP","0001341439","Oracle Corp"
31dec2008,2008,"XTO","XTO ENERGY INC","0000868809","XTO Energy Inc."
31dec2001,2001,"TXU2","TXU GAS CO","0000033015","TXU Gas Co"
31dec2005,2005,"APA","APA CORP","0001841666","APA Corporation"
30sep2011,2011,"9352B","UNITED STATES POSTAL SERVICE","","United States Postal Service"
31dec2006,2006,"CVX","CHEVRON CORP","0000093410","Chevron Corp"
31dec2008,2008,"LLY","LILLY (ELI) & CO","0000059478","Eli Lilly and Co"
31dec2005,2005,"BCS","BARCLAYS PLC","0000312069","Barclays PLC"
31dec2013,2013,"CZZ","COSAN LTD","0001402902","Cosan Ltd"
31dec2006,2006,"PTR","PETROCHINA CO LTD","0001108329","Petrochina Co Ltd"
31dec2013,2013,"CVX","CHEVRON CORP","0000093410","Chevron Corp"
31mar2012,2011,"PCRFY","PANASONIC CORP","0000063271","Panasonic Corp"
31dec2006,2006,"VC","VISTEON CORP","0001111335","Visteon Corp."
31dec2015,2015,"0176A","MUFG AMERICAS HOLDINGS CORP","0001011659","MUFG Americas Holdings Corp"
31dec2005,2005,"AIG1","INTL LEASE FINANCE CORP","0000714311","International Lease Finance Corp"
31dec2016,2016,"MPC","MARATHON PETROLEUM CORP","0001510295","Marathon Petroleum Corp"
31dec2013,2013,"E","ENI SPA","0001002242","Eni SpA"
31dec2015,2015,"F1","FORD MOTOR CREDIT CO LLC","0000038009","Ford Motor Credit Co LLC"
31dec2013,2013,"RHHBY","ROCHE HOLDING AG","0000889131","Roche Holding AG"
30sep2004,2004,"9352B","UNITED STATES POSTAL SERVICE","","United States Postal Service"
31dec2014,2014,"BKNG","BOOKING HOLDINGS INC","0001075531","Booking Holdings Inc"
31dec2005,2005,"RWEOY","RWE AG","0000939380","Rwe AG"
31dec2004,2004,"AXAHY","AXA SA","0000898427","Axa, Paris"
31dec2007,2007,"AIG","AMERICAN INTERNATIONAL GROUP","0000005272","American International Group Inc"
31dec2014,2014,"SHPG","SHIRE PLC","0000936402","Shire PLC"
31dec2006,2006,"GILD","GILEAD SCIENCES INC","0000882095","Gilead Sciences Inc"
30jun2014,2014,"CAH","CARDINAL HEALTH INC","0000721371","Cardinal Health Inc"
31dec2009,2009,"RRI.3","RRI ENERGY INC","0001126294","RRI Energy Inc"
31dec2005,2005,"GILD","GILEAD SCIENCES INC","0000882095","Gilead Sciences Inc"
31dec2015,2015,"BHC","BAUSCH HEALTH COMPANIES INC","0000885590","Bausch Health Cos Inc"
31mar2013,2012,"NSANY","NISSAN MOTOR CO LTD","0000800937","Nissan Motor Co Ltd"
31dec2005,2005,"VZ19","CELLCO PARTNERSHIP","0001175215","Cellco Partnership"
31dec2015,2015,"REPYY","REPSOL SA","0000901576","Repsol SA"
31dec2014,2014,"TSM","TAIWAN SEMICONDUCTOR MFG CO","0001046179","Taiwan Semiconductor Manufacturing Co Ltd"
31dec2014,2014,"VMW","VMWARE INC -CL A","0001124610","VMware Inc"
31dec2011,2011,"EOG","EOG RESOURCES INC","0000821189","EOG Resources Inc."
31dec2015,2015,"ENGIY","ENGIE SA","0001243443","Engie SA"
31dec2004,2004,"3614B","CITICORP","0000020405","Citicorp"
31mar2013,2012,"PCRFY","PANASONIC CORP","0000063271","Panasonic Corp"
31dec2015,2015,"QSR","RESTAURANT BRANDS INTL INC","0001618756","Restaurant Brands International Inc"
31dec2012,2012,"WFC","WELLS FARGO & CO","0000072971","Wells Fargo & Co"
30jun2010,2010,"CAH","CARDINAL HEALTH INC","0000721371","Cardinal Health Inc"
31dec2002,2002,"AZN","ASTRAZENECA PLC","0000901832","Astrazeneca PLC"
30jun2012,2012,"MSFT","MICROSOFT CORP","0000789019","Microsoft Corp"
30sep2013,2013,"QCOM","QUALCOMM INC","0000804328","QUALCOMM Inc."
31dec2015,2015,"LYB","LYONDELLBASELL INDUSTRIES NV","0001489393","LyondellBasell Industries NV"
30sep2007,2007,"SIEGY","SIEMENS AG","0001135644","Siemens AG"
31dec2004,2004,"RSNAY","RSA INSURANCE GROUP PLC","0001126313","RSA Insurance Group Plc"
31dec2003,2003,"F","FORD MOTOR CO","0000037996","Ford Motor Co"
31dec2010,2010,"PNLYY","POSTNL NV","0001725969","PostNL NV"
30nov2005,2005,"SVU.P","SUPERVALU INC -PRO FORMA","","SUPERVALU -Pro Forma"
31dec2016,2016,"LLY","LILLY (ELI) & CO","0000059478","Eli Lilly and Co"
31may2008,2007,"ORCL","ORACLE CORP","0001341439","Oracle Corp"
31dec2006,2006,"PUK","PRUDENTIAL PLC","0001116578","Prudential PLC"
31dec2005,2005,"ITUB","ITAU UNIBANCO HLDG SA","0001132597","Itau Unibanco Holding SA"
31dec2013,2013,"GOOGL","ALPHABET INC","0001652044","Alphabet Inc"
31dec2005,2005,"USB","US BANCORP","0000036104","U.S. Bancorp"
31dec2012,2012,"MT","ARCELORMITTAL","0001243429","Arcelormittal SA"
31dec2016,2016,"ZBH","ZIMMER BIOMET HOLDINGS INC","0001136869","Zimmer Biomet Holdings Inc"
31dec2003,2003,"EBAY","EBAY INC","0001065088","eBay Inc."
31mar2016,2015,"5672A","TOYOTA MOTOR CREDIT CORP","0000834071","Toyota Motor Credit Corp"
31dec2016,2016,"0176A","MUFG AMERICAS HOLDINGS CORP","0001011659","MUFG Americas Holdings Corp"
31dec2016,2016,"ALXN","ALEXION PHARMACEUTICALS INC","0000899866","Alexion Pharmaceuticals Inc"
30apr2003,2002,"MDT","MEDTRONIC PLC","0001613103","Medtronic PLC"
31dec2016,2016,"BCOR","BLUCORA INC","0001068875","Blucora Inc"
31dec2007,2007,"SCGLY","SOCIETE GENERALE GROUP","0000906433","Societe Generale Group"
31dec2010,2010,"ENGIY","ENGIE SA","0001243443","Engie SA"
31dec2009,2009,"ANDV","ANDEAVOR","0000050104","Andeavor"
31mar2013,2012,"SSEZY","SCOTTISH & SOUTHERN ENERGY","0000877024","Scottish and Southern Energy PLC"
31dec2003,2003,"GSK","GLAXOSMITHKLINE PLC","0001131399","Glaxosmithkline PLC"
30sep2007,2007,"TYC","TYCO INTERNATIONAL PLC","0001608109","Tyco International Plc"
31dec2015,2015,"RSTRF","RESTAURANT BRANDS INTL LP","0001618755","Restaurant Brands International LP"
31dec2015,2015,"TSM","TAIWAN SEMICONDUCTOR MFG CO","0001046179","Taiwan Semiconductor Manufacturing Co Ltd"
30nov2005,2005,"GS","GOLDMAN SACHS GROUP INC","0000886982","Goldman Sachs Group Inc (The)"
31dec2015,2015,"LVMUY","LVMH MOET HENNESSY LOUIS V","0000824046","LVMH Moet Hennessy Louis Vuitton SE"
31dec2016,2016,"HBAN","HUNTINGTON BANCSHARES","0000049196","Huntington Bancshares Inc"
31dec2007,2007,"HAL","HALLIBURTON CO","0000045012","Halliburton Co"
31dec2013,2013,"VEOEY","VEOLIA ENVIRONNEMENT","0001160110","Veolia Environnement, Paris"
31dec2016,2016,"BASFY","BASF SE","0001717557","BASF SE"
31may2006,2005,"ORCL","ORACLE CORP","0001341439","Oracle Corp"
31dec2016,2016,"JNJ","JOHNSON & JOHNSON","0000200406","Johnson & Johnson"
31dec2013,2013,"AMGN","AMGEN INC","0000318154","Amgen Inc"
31dec2011,2011,"GOOGL","ALPHABET INC","0001652044","Alphabet Inc"
31dec2003,2003,"DUK6","CINERGY CORP","0000899652","Cinergy Corp."
31dec2015,2015,"LLY","LILLY (ELI) & CO","0000059478","Eli Lilly and Co"
31dec2010,2010,"CEO","CNOOC LTD","0001095595","Cnooc Ltd"
31dec2014,2014,"INTC","INTEL CORP","0000050863","Intel Corp"
31dec2009,2009,"PNC","PNC FINANCIAL SVCS GROUP INC","0000713676","The PNC Financial Services Group Inc"
31mar2017,2016,"BABA","ALIBABA GROUP HLDG","0001577552","Alibaba Group Holding Ltd"
31dec2004,2004,"F","FORD MOTOR CO","0000037996","Ford Motor Co"
31dec2014,2014,"JNJ","JOHNSON & JOHNSON","0000200406","Johnson & Johnson"
31dec2015,2015,"BMY","BRISTOL-MYERS SQUIBB CO","0000014272","Bristol-Myers Squibb Co"
31dec2004,2004,"DNA.2","GENENTECH INC","0000318771","Genentech Inc"
31dec2009,2009,"AMGN","AMGEN INC","0000318154","Amgen Inc"
31dec2011,2011,"LUMN","LUMEN TECHNOLOGIES INC","0000018926","Lumen Technologies Inc"
31dec2013,2013,"NVO","NOVO NORDISK A/S","0000353278","Novo Nordisk A/S"
31dec2014,2014,"AGN.2","ALLERGAN INC","0000850693","Allergan Inc."
31dec2016,2016,"TSM","TAIWAN SEMICONDUCTOR MFG CO","0001046179","Taiwan Semiconductor Manufacturing Co Ltd"
31dec2013,2013,"PSX","PHILLIPS 66","0001534701","Phillips 66"
31jan2008,2007,"HD","HOME DEPOT INC","0000354950","Home Depot Inc. (The)"
31dec2010,2010,"TSM","TAIWAN SEMICONDUCTOR MFG CO","0001046179","Taiwan Semiconductor Manufacturing Co Ltd"
31dec2016,2016,"MTB","M & T BANK CORP","0000036270","M&T Bank Corp"
31dec2010,2010,"NWG","NATWEST GROUP PLC","0000844150","NatWest Group plc"
31dec2015,2015,"BG","BUNGE LTD","0001144519","Bunge Ltd"
31dec2015,2015,"FITB","FIFTH THIRD BANCORP","0000035527","Fifth Third Bancorp"
31dec2010,2010,"VALE","VALE SA","0000917851","Vale SA"
31mar2009,2008,"SONY","SONY GROUP CORPORATION","0000313838","Sony Group Corporation"
31dec2016,2016,"RHHBY","ROCHE HOLDING AG","0000889131","Roche Holding AG"
31dec2015,2015,"FCNCA","FIRST CITIZENS BANCSH  -CL A","0000798941","First Citizens BancShares Inc"
31dec2009,2009,"JNJ","JOHNSON & JOHNSON","0000200406","Johnson & Johnson"
31dec2011,2011,"C","CITIGROUP INC","0000831001","Citigroup Inc"
31dec2015,2015,"MT","ARCELORMITTAL","0001243429","Arcelormittal SA"
31dec2009,2009,"GILD","GILEAD SCIENCES INC","0000882095","Gilead Sciences Inc"
31dec2011,2011,"VEOEY","VEOLIA ENVIRONNEMENT","0001160110","Veolia Environnement, Paris"
31dec2005,2005,"HBC2","HSBC USA INC","0000083246","HSBC USA Inc"
31dec2004,2004,"GM","GENERAL MOTORS CO","0001467858","General Motors Co"
31dec2005,2005,"CS1","CREDIT SUISSE USA INC","0000029646","Credit Suisse (USA) Inc"
31jul2001,2001,"CSCO","CISCO SYSTEMS INC","0000858877","Cisco Systems Inc"
31dec2007,2007,"NWG","NATWEST GROUP PLC","0000844150","NatWest Group plc"
31dec2014,2014,"PSX","PHILLIPS 66","0001534701","Phillips 66"
31dec2005,2005,"EBAY","EBAY INC","0001065088","eBay Inc."
31dec2007,2007,"JNJ","JOHNSON & JOHNSON","0000200406","Johnson & Johnson"
31dec2008,2008,"VEON","VEON LTD","0001468091","VEON Ltd"
31dec2015,2015,"ANDV","ANDEAVOR","0000050104","Andeavor"
31dec2015,2015,"RF","REGIONS FINANCIAL CORP","0001281761","Regions Financial Corp"
31dec2016,2016,"CHK","CHESAPEAKE ENERGY CORP","0000895126","Chesapeake Energy Corp"
31dec2002,2002,"PCG","PG&E CORP","0001004980","PG&E Corp"
31dec2011,2011,"CMCSA","COMCAST CORP","0001166691","Comcast Corp"
31dec2013,2013,"HES","HESS CORP","0000004447","Hess Corp"
31dec2015,2015,"WPP","WPP PLC","0000806968","WPP PLC"
31dec2007,2007,"BBD","BRADESCO BANCO","0001160330","Banco Bradesco Sa Brad"
31dec2010,2010,"AMX","AMERICA MOVIL SA DE CV","0001129137","America Movil SA De CV, Mexico"
31mar2008,2007,"ESALY","EISAI CO LTD","0000948406","Eisai Co Ltd"
31dec2003,2003,"CHU","CHINA UNICOM (HONG KONG) LTD","0001113866","China Unicom (Hong Kong) Ltd"
30jun2010,2010,"ADM","ARCHER-DANIELS-MIDLAND CO","0000007084","Archer-Daniels-Midland Co"
31dec2014,2014,"AEG","AEGON NV","0000769218","Aegon NV"
31mar2015,2014,"BABA","ALIBABA GROUP HLDG","0001577552","Alibaba Group Holding Ltd"
31dec2009,2009,"TNE","TELE NORTE LESTE PARTICIPACO","0001066113","Tele Norte Leste Participacoes SA, Brazil"
31dec2009,2009,"F","FORD MOTOR CO","0000037996","Ford Motor Co"
31dec2013,2013,"EOG","EOG RESOURCES INC","0000821189","EOG Resources Inc."
30jun2011,2011,"MSFT","MICROSOFT CORP","0000789019","Microsoft Corp"
31dec2016,2016,"EXPE","EXPEDIA GROUP INC","0001324424","Expedia Group Inc"
31dec2006,2006,"NAVI","NAVIENT CORP","0001593538","Navient Corp"
30sep2014,2014,"SNEX","STONEX GROUP INC","0000913760","Stonex Group Inc"
31dec2015,2015,"VMW","VMWARE INC -CL A","0001124610","VMware Inc"
31dec2001,2001,"RDS.A","ROYAL DUTCH SHELL PLC","0001306965","Royal Dutch Shell PLC"
31jan2011,2010,"WMT","WALMART INC","0000104169","Walmart Inc"
31dec2002,2002,"3LNKEE","LINK ENERGY LLC","0001219702","Link Energy LLC"
31dec2011,2011,"APA","APA CORP","0001841666","APA Corporation"
31dec2015,2015,"AXAHY","AXA SA","0000898427","Axa, Paris"
31dec2006,2006,"APC","ANADARKO PETROLEUM CORP","0000773910","Anadarko Petroleum Corp"
31dec2016,2016,"F1","FORD MOTOR CREDIT CO LLC","0000038009","Ford Motor Credit Co LLC"
30nov2016,2016,"ADBE","ADOBE INC","0000796343","Adobe Inc"
30nov2015,2015,"ADBE","ADOBE INC","0000796343","Adobe Inc"
31mar2004,2003,"SMFG","SUMITOMO MITSUI FINANCIAL GR","0001022837","Sumitomo Mitsui Financial Group Inc"
30apr2015,2014,"MDT","MEDTRONIC PLC","0001613103","Medtronic PLC"
31dec2008,2008,"3NSRGY","NESTLE SA/AG","0000800921","Nestle SA, Cham Und Vevey"
30apr2010,2009,"MDT","MEDTRONIC PLC","0001613103","Medtronic PLC"
